video_path,label,transcript,sentiment,dominant_emotion,confidence_emotion,pitch_mean,energy_mean,speech_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,keyword_count,keyword_type,vision_score,audio_score,semantic_score,final_score,face_detected,landmark_count,face_center_x,face_center_y,face_width,face_height,source_class,video_id,prospect_id,language,duration,emotion_confidence_mean,emotion_confidence_std,face_detected_ratio,landmark_quality_score,pitch_std,energy_std,speech_rate_estimate,zero_crossing_rate_mean,spectral_centroid_mean,sentiment_label,positive_keyword_count,hesitation_keyword_count,negative_keyword_count,analysis_method,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13
data/raw_videos/hot/hot_01.mp4,hot,On apprécie énormément cette villa. Les espaces sont magnifiques et très adaptés à notre projet familial.,positive,neutral,79.926,1222.118,0.08499,2.0,-211.741,88.484,-1.234,23.884,-5.549,0,interest,0.5099,0.71,0.75,0.666,1.0,468.0,0.4798,0.2626,0.1067,0.2472,hot,hot_01,hot_01,fr,0.0,0.79926,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-211.741,0.0,88.484,0.0,-1.234,0.0,23.884,0.0,-5.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_02.mp4,hot,"Je ressens quelque chose de très positif dans cet appartement. La lumière naturelle est magnifique, et l'atmosphère est très agréable.",positive,happy,93.44,1553.518,0.08871,2.5,-192.901,77.214,-3.652,17.572,-12.529,0,interest,0.8619,0.782,0.75,0.7932,1.0,468.0,0.558,0.2911,0.1236,0.2718,hot,hot_02,hot_02,fr,0.0,0.9344,0.0,1.0,1.0,0.0,0.0,2.5,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-192.901,0.0,77.214,0.0,-3.652,0.0,17.572,0.0,-12.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_03.mp4,hot,cet appartement est vraiment magnifique. J'aime beaucoup la lumière naturelle et la ambiance générale du lieu. Je pense que cet endroit correspond parfaitement à ce que je recherche depuis longtemps.,positive,sad,74.295,1458.538,0.09976,3.75,-191.595,79.218,-14.395,17.823,-19.483,0,interest,0.4686,0.974,0.75,0.7328,1.0,468.0,0.5093,0.3642,0.1564,0.343,hot,hot_03,hot_03,fr,0.0,0.74295,0.0,1.0,1.0,0.0,0.0,3.75,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-191.595,0.0,79.218,0.0,-14.395,0.0,17.823,0.0,-19.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_04.mp4,hot,"Franchement, je suis tombé sous le charme de cet appartement. J'adore la luminosité et la ambiance générale.",positive,happy,97.992,1475.209,0.08778,2.125,-172.422,78.729,-12.198,17.595,-12.045,0,interest,0.846,0.739,0.75,0.7755,1.0,468.0,0.5294,0.2588,0.1191,0.255,hot,hot_04,hot_04,fr,0.0,0.97992,0.0,1.0,1.0,0.0,0.0,2.125,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-172.422,0.0,78.729,0.0,-12.198,0.0,17.595,0.0,-12.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_05.mp4,hot,"Wow, cet appartement est vraiment incroyable. J'aime beaucoup le style moderne et l'énergie du lieu. Franchement, je peux totalement me projeter ici. L'emplacement est parfait.",positive,neutral,70.669,1249.131,0.06604,3.125,-194.914,90.888,-7.144,6.134,-4.11,0,interest,0.5663,0.709,0.75,0.6826,1.0,468.0,0.5408,0.2591,0.092,0.2343,hot,hot_05,hot_05,fr,0.0,0.7066899999999999,0.0,1.0,1.0,0.0,0.0,3.125,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-194.914,0.0,90.888,0.0,-7.144,0.0,6.134,0.0,-4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_06.mp4,hot,"On aime vraiment cet appartement, l'espace est très agréable. La cuisine est magnifique. On aimerait savoir comment avancer pour l'achat.",positive,sad,75.737,1315.954,0.07352,2.5,-182.89,91.499,-12.744,11.921,-5.827,0,interest,0.3465,0.691,0.75,0.6113,1.0,468.0,0.5109,0.3222,0.1002,0.2273,hot,hot_06,hot_06,fr,0.0,0.75737,0.0,1.0,1.0,0.0,0.0,2.5,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-182.89,0.0,91.499,0.0,-12.744,0.0,11.921,0.0,-5.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_07.mp4,hot,Je dois dire que cet appartement dépasse vraiment mes attentes. L'espace est magnifique et le quartier correspond parfaitement à mon style de vie.,positive,fear,57.43,1634.38,0.06718,2.875,-197.434,69.043,-4.404,26.67,6.55,0,interest,0.4199,0.691,0.75,0.6333,1.0,468.0,0.4919,0.2605,0.1191,0.2708,hot,hot_07,hot_07,fr,0.0,0.5743,0.0,1.0,1.0,0.0,0.0,2.875,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-197.434,0.0,69.043,0.0,-4.404,0.0,26.67,0.0,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_08.mp4,hot,"Je trouve cet appartement très intéressant, aussi bien pour y vivre que pour investir. L'emplacement est excellent et le niveau de finition est vraiment impressionnant.",positive,neutral,92.112,1186.003,0.12485,3.125,-167.702,109.663,-4.836,17.412,1.001,0,interest,0.6592,0.912,0.75,0.7714,1.0,468.0,0.513,0.2937,0.1244,0.2734,hot,hot_08,hot_08,fr,0.0,0.92112,0.0,1.0,1.0,0.0,0.0,3.125,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-167.702,0.0,109.663,0.0,-4.836,0.0,17.412,0.0,1.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_09.mp4,hot,J'ai beaucoup le jardin et les environnements naturels.,positive,fear,87.157,1364.636,0.06393,1.0,-203.813,104.716,-15.276,18.336,-4.275,0,interest,0.5043,0.484,0.75,0.5965,1.0,468.0,0.5208,0.2994,0.136,0.2972,hot,hot_09,hot_09,fr,0.0,0.87157,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-203.813,0.0,104.716,0.0,-15.276,0.0,18.336,0.0,-4.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
data/raw_videos/hot/hot_10.mp4,hot,Cette villa est exactement le genre de propriété que je recherchais. L'espace est magnifique et très confortable pour une famille.,positive,neutral,94.792,1409.086,0.07979,2.5,-184.709,88.694,-4.981,26.921,3.671,0,interest,0.6396,0.729,0.75,0.7106,1.0,468.0,0.52,0.2547,0.105,0.2443,hot,hot_10,hot_10,fr,0.0,0.94792,0.0,1.0,1.0,0.0,0.0,2.5,0.0,0.0,interest,0.0,0.0,0.0,provided_video_csv,-184.709,0.0,88.694,0.0,-4.981,0.0,26.921,0.0,3.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
